Proteins	taxon
P09169;P34210	Escherichia coli (strain K12)
P82675;P82675-2	Homo sapiens
P05413	Homo sapiens
P00374;B4DM58	Homo sapiens
Q86VP6;Q86VP6-2;F5H6I6;F8WBB8;O75155-2;O75155	Homo sapiens
P54819-2;F8W1A4;P54819;P54819-5;P54819-3;E7EWH4;F8VY04;P54819-6;F8VZG5;P54819-4;G3V213;P69441;Q1PI83	Homo sapiens
P55735;A8MV37;A8MXL6;E7ERC8	Homo sapiens
O00159-2;F5H6E2;O00159-3;F5H3W9;O00159	Homo sapiens
Q16531;F5GY55;F5H4N9;F5H6C5;F5H238	Homo sapiens
H7BYN4;Q02241;Q02241-2;H0YME6	Homo sapiens
F5GWB8;Q9Y6K5;F8VW22	Homo sapiens
O15084;O15084-4;O15084-1;O15084-2	Homo sapiens
O15305;H3BV55;H3BPH4;F5H0W0	Homo sapiens
B4DDP6;Q9UJU6;Q9UJU6-2;Q9UJU6-3;B4DDD6;F8WBG8;F2Z2V3;F8WB73;F8WCK3;F2Z3E3;F8WC20;F8WBB2;F8WFE1	Homo sapiens
Q9NVX2	Homo sapiens
P52788;H7C2R7	Homo sapiens
Q9ULV4;A7MAP0;B4E3S0;F8VV53	Homo sapiens
Q5JVZ5;Q96JJ3;B4DRL5;Q5JVZ4	Homo sapiens
O15511;B1ALC0;O15511-2;Q9BPX5	Homo sapiens
Q5SSJ5;Q5SSJ5-2;Q5SSJ5-3	Homo sapiens
P16989-3;P16989;P16989-2;P67809;E7ETA0;C9J5V9;Q9Y2T7	Homo sapiens
P34932;F5H3R0;Q92598-2;Q92598;Q92598-3;B4DYH1;B4DY72;E7EUG1	Homo sapiens
P17444	Escherichia coli (strain K12)
Q9UGI8-2;Q9UGI8;H0Y2M4;B7Z6L5	Homo sapiens
P0ACX3	Escherichia coli (strain K12)
P37194	Escherichia coli (strain K12)
Q9NW64-2;F5GWK3;Q9NW64	Homo sapiens
Q8IXQ5;F5H2Q9;B7Z4N7;G5E9G3;Q8IXQ5-2;B7Z3P9	Homo sapiens
H0Y6I0;Q13439-3;Q13439-4;Q13439;F8W8Q7;C9JHJ5	Homo sapiens
P48382;F8W689;F6U6P3;F6UE82;F6R6G4;F6TYI9;F6X9D6	Homo sapiens
Q9BSD7	Homo sapiens
Q15648	Homo sapiens
Q96CB9;B4DHA4	Homo sapiens
F5H816;P06737;E9PK47;E9PMM6;P11217-2;F5GZH7;P11217	Homo sapiens
Q8N201;H7C582;A4D212	Homo sapiens
O15260;O15260-2;Q5T8U5;Q5T8U7;B7Z7A8	Homo sapiens
Q8TBC4-2;Q8TBC4;F8WF86	Homo sapiens
B4DVY1;A8MWD3;O15371	Homo sapiens
E9PDD5;P51553;G5E9Q7;E7EQB8;E9PCL6;H7C1R3;H0Y5Q7	Homo sapiens
Q9Y6J0;G5E9F3;F5H5W5	Homo sapiens
P43353	Homo sapiens
O95819;O95819-3;G5E948;E7ENQ1;O95819-4;G3XAA2;H7C360;O95819-2;O95819-5;E7EN19;E7ESS2;E7EX83;C9J840;Q9UKE5-8;Q8N4C8-5;Q9UKE5-5;Q8N4C8-2;Q9UKE5-7;Q8N4C8-3;Q9UKE5-3;F5H5M9;Q9UKE5-6;Q9UKE5-2;F5H865;Q9UKE5-4;Q9UKE5;C9J338;E7ETN6;Q8N4C8-4;Q8N4C8	Homo sapiens
P18074;A8MX75;P18074-2;E9PM96	Homo sapiens
P41567	Homo sapiens
P00533;Q504U8;E9PFD7;P00533-4;P00533-3;H0Y3N3;F8W704	Homo sapiens
P35908;CON__P35908;P13647;CON__P13647;E7EU87;H0YI76;H0YIN9;E7EQV7;P48668;CON__P48668;E7EUE8;P02538;CON__P02538;CON__P04259;Q5XKE5;CON__Q5XKE5	Homo sapiens
P35908;CON__P35908;E7EQV7;P48668;CON__P48668;E7EUE8;P02538;CON__P02538;CON__P04259	Homo sapiens
Q9BQE3;F5H5D3;F8VVB9;F8VQQ4;Q9H853;P68363;CON__ENSEMBL:ENSBTAP00000016242;C9JDS9;A8MUB1;P68366	Homo sapiens
O43237;B4E2E0;B4DZP4	Homo sapiens
O75116;D6REE7	Homo sapiens
Q9NQ55-2;C9JW41;Q9NQ55;C9J3F9	Homo sapiens
Q0VF96	Homo sapiens
Q9H0U6	Homo sapiens
B5MCW3;Q9H0E9-2;H7C128;H7C179;Q9H0E9-4;H7C127;Q9H0E9;F8W820;Q9H0E9-3;H0Y2L9	Homo sapiens
Q15014;Q5JXX1;Q5JXX2;Q5JXX3;Q5JXX6	Homo sapiens
P54819-2;F8W1A4;P54819;P54819-5;P54819-3;E7EWH4;F8VY04;P54819-6;F8VZG5;P54819-4;G3V213	Homo sapiens
Q9UBD5;Q9UBD5-2;B4DZ51	Homo sapiens
Q9UN37;I3L4J1	Homo sapiens
Q9H0H5;F8VWX0;F8W0L1;F8VZ66;F8VV47;F8VWY4;F8VVE5;F8VRD2;F8VVY0;F8VXH1;F8VUW9;F8VV39;F8VS54	Homo sapiens
Q5VSL9-2;Q5VSL9;Q9ULQ0-2;Q9ULQ0	Homo sapiens
Q96A65;B7Z321;F5GZT1;F5H222;B7Z4J9	Homo sapiens
Q07866-8;G3V2E7;Q07866-2;Q07866-3;Q07866;F8W6L3;Q07866-7;G3V3H3;Q07866-5;F8VTM4;Q07866-6;G3V5R9;Q07866-4;Q07866-9;E7EVH7;G5E9S8;H0YJU9;H0YJL0;H0YJT3;H0YG16	Homo sapiens
Q9H0S4	Homo sapiens
Q9BYD2	Homo sapiens
P11413;P11413-2;P11413-3;E9PD92	Homo sapiens
E7EUI8;E7EM57	Homo sapiens
Q8N5C6;Q8N5C6-2	Homo sapiens
Q15031;E9PHM2;C9IZR7	Homo sapiens
Q9Y2X0-5;E7ETV0;Q9Y2X0-4;Q9Y2X0-2;Q9Y2X0-3;Q9Y2X0;B9TWZ6;F5H5L7;B9TX01;F5H0Q2;F5H087	Homo sapiens
O15042-2;O15042;E7ET15;O15042-3	Homo sapiens
Q9NVP2;Q9Y294	Homo sapiens
O75116;D6REE7;E9PF63;Q13464;C9JFJ0	Homo sapiens
Q9NXA8-3;Q9NXA8-2;Q9NXA8;Q9NXA8-4	Homo sapiens
P82673-2;H7BXR7;P82673	Homo sapiens
F8VZJ2;H0YHX9;Q13765;F8VU71;E9PAV3;F8W0W4;F8W1N5;F8VNW4;F8VZ58;Q9BZK3	Homo sapiens
B4DFL2;P48735;B4DSZ6;O75874;C9J4N6	Homo sapiens
Q14558-2;Q14558;B4DP31;C9J168;C9JKT9;C9JUN4;C9JNQ3	Homo sapiens
P15531;P15531-2	Homo sapiens
P22392-2;Q32Q12;P22392;O60361;F6XY72	Homo sapiens
Q96DB5;H0YC67;B4DZW6;H0YC27;H0YBD9;F8WED1;E9PHX8;Q12866	Homo sapiens
F5GWB8;Q9Y6K5;F8VS35	Homo sapiens
Q9BYT8;E9PCB6;H0YAK4	Homo sapiens
A5YKK6-2;A5YKK6;F8WA87;A5YKK6-3;B5MDN3;B3KPW6;F5H1F4	Homo sapiens
Q9BTM9;Q9BTM9-2	Homo sapiens
Q9NVI7-2;Q9NVI7;G3V1I6;H0Y2W2	Homo sapiens
Q13555-10;Q5SWX3;Q13555-3;Q13555-5;Q13555-4;Q13555-7;Q13555-9;Q13555-2;Q13555-8;Q13555;Q13555-6;Q8WU40;H0Y6G2;H7BXS4;Q13554-7;Q13554-4;Q13554-6;Q13554-3;Q13554-8;Q13554-5;Q13554-2;Q13554;B7Z1Z6;H7BZC6	Homo sapiens
Q5JB52;B7WPG3;Q8WVV9-4;C9J9G0;Q8WVV9;H7C464	Homo sapiens
P31946-2;P31946;Q4VY20;Q4VY19;P27348;E9PG15;P31947;P31947-2;P61981;B4DE78;B4DHC4;Q04917;A2IDB2;P62258;P62258-2;B4DJF2;I3L3T1;P63104;E7EX29;E7ESK7;E5RGE1;E5RIR4;E9PD24;E7EVZ2	Homo sapiens
Q15907	Homo sapiens
Q9NUA8;F8WAI8;B1AKC8	Homo sapiens
Q9P2D1;Q3L8U1-2;Q3L8U1-3;Q3L8U1;H3BTW3	Homo sapiens
Q15652-3;Q15652;Q7LBC6-2;H0YH24;Q7LBC6;Q7LBC6-3;F5H275	Homo sapiens
B0QYW5;F5GYD1;B4DU97;O43808	Homo sapiens
Q96HP0	Homo sapiens
F8W9H3;E9PH09;Q8NF50-3;Q8NF50-2;Q8NF50	Homo sapiens
O43776;F5H015	Homo sapiens
B4E2G8;P35221;F6XBD8;P35221-2;F8W845;E5RGY7;Q8N1C0;A6NKP0	Homo sapiens
F8VVQ3;F8VZA2;Q6P1Q0;B3KXK7;F8W0R0;B7Z7E4;F8VPY5;F8W1Z2;Q6P1Q0-6;F8VXQ4;F8VQE7;F8WCD9;F8VTR1;F8W6J0;Q6P1Q0-3	Homo sapiens
A2A2V2;P42696	Homo sapiens
P52948-5;P52948;P52948-6;P52948-2;P52948-4;P52948-3;H0YEN4	Homo sapiens
P01130-3;H0YNT7;P01130-4;H0YLU8;P01130;P01130-2	Homo sapiens
P29375-2;F5H1F7;P29375;E7EV89;A8MUS2	Homo sapiens
Q3YEC7;Q3YEC7-2;F2Z2T0;Q3YEC7-3;C9JJY3;Q3YEC7-4;Q3YEC7-5;Q3YEC7-6	Homo sapiens
Q8WWI5-3;Q8WWI5-2;Q8WWI5;H9KV47	Homo sapiens
P35579;Q5BKV1	Homo sapiens
P23193;E5RIS7;E5RJ93	Homo sapiens
Q13283;F5H4D6	Homo sapiens
Q15233;F5GYZ3;C9IZL7	Homo sapiens
H7BXI1;A0FGR8-6	Homo sapiens
Q9UPT5-2;Q9UPT5-5;Q9UPT5-1;Q9UPT5-6;Q9UPT5;F8W6Q7;F5H1P1	Homo sapiens
P40937	Homo sapiens
Q9NX24;D6RC52;D6RCB9;H0YC83	Homo sapiens
P08670;B0YJC4;F5H288;B0YJC5;Q5JVS8;H7C5W5;P41219;P41219-2	Homo sapiens
B4DLG2;O75152;E9PQ61	Homo sapiens
P00533;E9PFD7;P00533-4;P00533-3;P00533-2;C9JYS6	Homo sapiens
Q5T4S7-3;Q5T4S7-4;Q5T4S7;Q5T4S7-2;B4DYV5;B4DPF6;Q5TBN9	Homo sapiens
P43246;B4E2Z2;E9PHA6;E7EU21;E7EQQ1;C9J809	Homo sapiens
Q6PCB5;H7C2D3;C9JM20;Q6PCB5-2;Q5VWQ0	Homo sapiens
P62826;B5MDF5;F5H018;B4DV51	Homo sapiens
Q92541;H0YKX1	Homo sapiens
P0A746	Escherichia coli (strain K12)
P84077;P61204;F5H3A6;F5H423;F5H0C7	Homo sapiens
Q9H7B2	Homo sapiens
I3L3A8;E7EV54;I3L445;Q8IZL8	Homo sapiens
Q02930-2;Q02930;Q02930-3;H9KVC5	Homo sapiens
P53990-2;P53990;P53990-4;A8KAH5;F5H6Z7	Homo sapiens
H7C455;F2Z2Q0;H7BYH1;P30042;H7C2G3	Homo sapiens
Q9NZB2;Q9NZB2-6;Q9NZB2-4;Q9NZB2-2;Q9NZB2-5;H7C0T0;Q5T035	Homo sapiens
O75208;H3BRC0;H3BSJ5	Homo sapiens
F5H801;Q02218-2;Q02218;E9PDF2;E9PCR7;Q02218-3;E9PFG7	Homo sapiens
O94913;E9PKN0;E9PQ01	Homo sapiens
P52292;A9QM74	Homo sapiens
B4E1N1;Q6NXE6-2;Q6NXE6;H0YGL0;H0YH65	Homo sapiens
Q9NZM1-6;Q9NZM1;F8W8J4;Q9NZM1-3;C9JCN0;Q9NZM1-2;Q9NZM1-5;Q9NZM1-7;Q9NZM1-8;O75923-15;O75923-3;O75923-9;O75923;O75923-14;O75923-6;O75923-12;O75923-5;O75923-11;O75923-4;O75923-10;O75923-2;O75923-8;O75923-7;O75923-13	Homo sapiens
C0H5W9;B4DJS7;Q9UNH7	Homo sapiens
Q9Y6I3-3;Q9Y6I3;Q9Y6I3-1;D6R907;D6RBI9;D6RBR6;D6RFG3;D6REL6;Q9H201-2;Q9H201	Homo sapiens
P61158;F5H3P5;B4DXW1;B4DTI0	Homo sapiens
Q9GZN1;G3V1Y1	Homo sapiens
Q96T37;Q96T37-2;Q96T37-3;F5GZJ8;Q8NDT2;Q0VA89	Homo sapiens
Q8IWA0	Homo sapiens
O14647;O14647-2;G3V418;E7EPE9;O14646-2;O14646	Homo sapiens
Q9NWH9;H7BXE3	Homo sapiens
P10586-2;P10586;H0Y6Z7;F2Z3B8;H0Y4H1;H0Y7Z9;H0Y380	Homo sapiens
P60228;H0YBR5;E5RIT4	Homo sapiens
O95239-2;O95239	Homo sapiens
O60427;A8K0I7;F5H3P6;F5H3U5;H0YGA0	Homo sapiens
P33981-2;P33981	Homo sapiens
P05549-5;Q5TAV5;P05549;Q92481;Q92481-2	Homo sapiens
B4DVY1;A8MWD3;O15371;B0QYA5;B0QYA6;B0QYA7	Homo sapiens
P68104;Q5VTE0;Q6IQ15;F8W6I0;Q5JR01;Q05639	Homo sapiens
F8VYX6;F8VW92;P07437;Q5JP53;Q5ST81;F8VUJ7;E7EWR1;F5H894;F5H0I4;C9JAA5;Q5SQY0;I3L2F9;A6NNZ2;Q9BVA1;Q13885;F5H8C9;P68371;P04350;B4DJ43;B4DFH6;Q3ZCM7;Q13509;A8K854;Q9BUF5;B4DP54;B3KS31	Homo sapiens
Q32MZ4-3;Q32MZ4-2;Q32MZ4;E7EVD7;E9PGZ2;C9JTC6	Homo sapiens
O95456-2;O95456	Homo sapiens
F8W7U8;P49959;B3KTC7	Homo sapiens
P06996;P76335;P77747	Escherichia coli (strain K12)
B7Z3U6;P05023;F5H3A1;H7BXX5;P05023-2;E9PC07;B1AKY9;P13637;P50993;F5H6J6;B7Z2T0;E9PC51;Q13733;Q5TC01;B4DHD7;E9PRA5	Homo sapiens
Q9UPT5-2;Q9UPT5-5;Q9UPT5-1;Q9UPT5-6;Q9UPT5;F8W6Q7;Q9UPT5-4;B5MCY9	Homo sapiens
O43237;B4DZP4	Homo sapiens
Q9ULF5	Homo sapiens
F5H4G7;O60684;F5GYL8	Homo sapiens
Q7L0Y3	Homo sapiens
O75439;G3V0E4;F8WAZ6;F8WEA6;F8WBE1	Homo sapiens
Q9Y608;Q9Y608-2;Q9Y608-4;A8MXR0;C9JSU1;H7C3N9	Homo sapiens
F2Z2V0;Q99829;A6PVH9;E7ENH5;Q5JX58;Q5JX59;Q5JX60;Q5JX44;Q5JX45;Q5JX61;Q5JX52	Homo sapiens
P51149;C9J8S3;C9J4V0;C9IZZ0	Homo sapiens
Q7L0Y3;C9JVB6	Homo sapiens
B7Z3A7;P54750-3;P54750-8;P54750-9;P54750-2;P54750-6;P54750;P54750-7;P54750-4;P54750-5	Homo sapiens
Q9P2D1;H7BXG5;Q9HCK8-2;Q9HCK8;H0YJG4	Homo sapiens
P35658-2;P35658-4;P35658;P35658-3;Q5JUP9;F5H131	Homo sapiens
Q8NBY1;Q9P289;B4E0Y9;Q9P289-2	Homo sapiens
P49247	Homo sapiens
F8VZJ2;H0YHX9;Q13765;F8VU71;E9PAV3	Homo sapiens
Q9Y5Z7	Homo sapiens
Q9Y5X3	Homo sapiens
H0YFI6;F5GZ28;P18858;B4DTU4;B4E135	Homo sapiens
P49916	Homo sapiens
P80668	Escherichia coli (strain K12)
Q9UMX0;Q9UMX0-2;H0YDS0;Q9UHD9;F5H2G2;Q9NRR5	Homo sapiens
Q13428-4;E9PHK9;Q13428;Q13428-2;Q13428-3;Q13428-8	Homo sapiens
B7Z413;B7Z9I3;O75787;H0Y750;B7Z1I9	Homo sapiens
B7ZB80;P21953	Homo sapiens
Q86U44;F5H6D8;B4DTN4;F5GXN0;B4E349	Homo sapiens
Q71F56	Homo sapiens
O14964-2;E7EU53;O14964;I3L1P5	Homo sapiens
E9PEM5;P50851-2;F5H1X8;P50851;H0YAC6	Homo sapiens
Q9UNE7	Homo sapiens
Q5VYS8-6;Q5VYS8;Q5VYS8-4;Q5VYS8-3;Q5VYS8-2;Q5VYS8-5	Homo sapiens
Q8IXB1;Q8IXB1-2;F8W884;E7EP04;Q3B7W8;Q71S60	Homo sapiens
B4E241;P84103;Q16629-3;Q16629-2;G5E9M3;C9JAB2;Q16629	Homo sapiens
Q5VW30;Q5VW26;O00712;H7BYE8;Q5VW27;Q5VW29	Homo sapiens
Q15554;H3BR06;H3BTA7	Homo sapiens
Q08426;F5GWL9;C9JJE0	Homo sapiens
I3L1H5;Q9BZG8;I3L226	Homo sapiens
P11940;E7EQV3;E7ERJ7;H0YAS6;H0YB75;H0YAS7	Homo sapiens
O75223;B8ZZK2;B8ZZN4;O75223-2;B8ZZR8	Homo sapiens
Q14157-4;Q14157-1;Q14157-3;F8W726;Q14157;Q14157-5	Homo sapiens
O95478	Homo sapiens
O94973;O94973-2;O94973-3;C9J1S3;E9PR62;H0YEG0;H0YDE9;E9PQP4;E9PPY8	Homo sapiens
Q12906;Q12906-5;Q12906-2;Q12906-3;C9JFV5;B4DFG4;G5E9M5;Q12906-4;Q12906-6;Q96SI9-2;Q96SI9	Homo sapiens
P50395;E7EU23;P50395-2;Q5SX87;Q5SX90	Homo sapiens
P31150;B4DHX4;G5E9U5	Homo sapiens
Q99543-2;Q99543;F2Z3H0;F2Z3N9;F5H621;H7C3L7;C9IZ83	Homo sapiens
Q5SZE1;H0YNU7;Q96G23;Q5SZE3;H0YKH6;Q5SZE4	Homo sapiens
Q96EV2;H0Y3K4	Homo sapiens
Q0VAK7;Q9BZI7-2;Q9BZI7	Homo sapiens
P09651-2;F8VXY0;F8VRQ1;F8W6I7;P09651;P09651-3;H0YH80	Homo sapiens
Q9NXX6	Homo sapiens
P0A6U5	Escherichia coli (strain K12)
Q9UI26;Q9UI26-2;F8WDV0;F5H4Y1	Homo sapiens
O75569-3;O75569-2;O75569;B4DJC7	Homo sapiens
Q86XI2;Q86XI2-2;E7EUH9;H0Y6U5;F8WE06	Homo sapiens
Q9Y2L9-2;Q9Y2L9;F8W6F0	Homo sapiens
O75616;O75616-2	Homo sapiens
P00452	Escherichia coli (strain K12)
A2RRP1-2;A2RRP1	Homo sapiens
Q86U86-5;Q86U86-7;Q86U86-3;Q86U86-2;Q86U86-8;Q86U86;Q86U86-4;Q86U86-9;E7EVG2;H0Y5B5;Q86U86-6;C9JPI5;C9JQF1;C9J053	Homo sapiens
Q99575;E5RK39	Homo sapiens
Q8IY18	Homo sapiens
C9JPL0;Q9UK58	Homo sapiens
Q16594;D6RIE8;D6RIV9;D6RGK3;D6RIY1	Homo sapiens
P11142;E9PKE3;P11142-2;E9PNE6;E9PLF4;E9PQQ4;E9PQK7;E9PK54;E9PPY6;E9PN25	Homo sapiens
Q9NVR2;H0YBW3;H0YC09	Homo sapiens
H7C3Y7;H0Y764;Q6ZNJ1-2;Q6ZNJ1-3;Q6ZNJ1;H7C354	Homo sapiens
E9PK95;F8VZR5;F8VNP5;P28702;Q5STQ1;B3KY83;P19793;H0Y4M4	Homo sapiens
Q9Y608;Q9Y608-2;Q9Y608-4;A8MXR0;C9JSU1	Homo sapiens
Q7KZI7-16;Q7KZI7-4;Q7KZI7-9;Q7KZI7-8;E9PC69;Q7KZI7;Q7KZI7-13;Q7KZI7-7;E7ETY4;Q7KZI7-2;Q7KZI7-15;Q7KZI7-5;Q7KZI7-14;Q7KZI7-3;Q7KZI7-6;Q7KZI7-11;Q7KZI7-10;Q7KZI7-12;F5H4J8;F5H6N2;F5H4F6	Homo sapiens
P64604	Escherichia coli (strain K12)
D6REA1	Homo sapiens
Q6P1N9-2;Q6P1N9;E5RG17;G5EA19;E5RGF2;H0YBX2	Homo sapiens
Q9H0J9;G5E9U9	Homo sapiens
Q9UBF2;H7C1T7	Homo sapiens
Q9UBI1;H0Y4E5	Homo sapiens
O00472	Homo sapiens
Q96G25;Q96G25-2	Homo sapiens
Q8IXB1	Homo sapiens
Q9Y383;B7Z500;Q9Y383-2;Q9NQ29-2;Q9NQ29;B8ZZ10;A8MYV2;Q9NQ29-3;B7Z4Q3	Homo sapiens
P0AFP9	Escherichia coli (strain K12)
Q9ULH7-4;Q9ULH7;B4DGT8	Homo sapiens
Q9Y232-2;Q9Y232	Homo sapiens
Q96ND0	Homo sapiens
F8VYX6;F8VW92;P07437;Q5JP53;Q5ST81;F8VUJ7;E7EWR1;E9PBJ4;Q9BVA1;Q13885;F5H8C9;P68371;P04350;B4DJ43;B4DFH6;Q13509;A8K854;Q9BUF5;B4DP54;B3KS31	Homo sapiens
Q13283;F8W7N6;E5RIZ6;E5RIF8;E5RH42;Q5HYE9;E5RJU8;E5RI46	Homo sapiens
Q9UN86-2;Q9UN86;D6RAC7;D6RB17;D6RGJ4;D6RBM9;D6REX8;D6RBR0;D6RE13;D6RBW8	Homo sapiens
O94763-2;H7BY42;F8W9T0;O94763-3;O94763;I3L280	Homo sapiens
B4E2V5;P27105;B1AM77	Homo sapiens
B7Z3U6;P05023;F5H3A1;E9PC07;B1AKY9;P13637;P50993;F5H6J6;B7Z2T0;E9PC51;H0Y7C1;B4DIQ8;B7Z1Q9;Q5TC05;E9PHR6	Homo sapiens
F5HGG6;P53634	Homo sapiens
Q5VWQ8-3;Q5VWQ8-4;Q5VWQ8-2;H0Y3A3;G3XA90;Q5VWQ8;F6R503;F8WA47	Homo sapiens
O15118;F5GZD4;B4DET3	Homo sapiens
Q16637-4;Q16637-2;Q16637-3;Q16637;E7EQZ4	Homo sapiens
Q9UI12-2;Q9UI12;G3V126;H0YB41	Homo sapiens
P14618;P14618-2;E9PF79;H3BTN5;H3BQ34;H3BUW1;H3BTJ2;H3BT25;H3BU13	Homo sapiens
Q96RE7;Q96BF6	Homo sapiens
Q14151;B4DU53	Homo sapiens
P39656;E7EWT1	Homo sapiens
F5H801;Q02218-2;Q02218;E9PDF2;E9PCR7;Q02218-3;C9J4G7	Homo sapiens
P50395;E7EU23;P50395-2;Q5SX91;E9PFL7;P31150;B4DHX4	Homo sapiens
Q14674	Homo sapiens
P50613;D6RAD4;D6RFL0;D6RGG9;D6RI01;D6R9Z2;D6RF14;D6RIG9	Homo sapiens
O94763-2;H7BY42;F8W9T0;O94763-3;O94763	Homo sapiens
G3V325;O75127;C9JQN9;C9JGL8	Homo sapiens
O43847;O43847-2;B1AKJ5;G3V1R5;F5H6R2	Homo sapiens
Q96BD5-2;Q96BD5-3	Homo sapiens
P05388;Q3B7A4;F8VWS0;F8VU65;F8VW21;F8VZS0;F8W1K8	Homo sapiens
Q5TD07;P16083;Q5TD05;Q59EN2;A2A2U4	Homo sapiens
P51648;P51648-2;I3L2W1	Homo sapiens
H0YLJ3;Q9UBU8-2;B3KTM8;H0YMJ0;Q9UBU8;B7Z6R1;H0YM21;H0YLV1;H0YMT8	Homo sapiens
Q9UNN5;B1ANM7;Q9UNN5-2;F5GZD2	Homo sapiens
Q8IYU8;F2Z348	Homo sapiens
P49848;P49848-3;G8JLM6;P49848-2;F8WEJ7;E5RKA5;C9J7C4;C9JIS2;E5RHA1;C9J088;C9JFL8;C9JTY6	Homo sapiens
F5H0B0;H0YC42;Q9Y2Q9;H7C5V3;H0YAT2	Homo sapiens
P60953;E7ETU3	Homo sapiens
Q14643-4;Q14643-3;G5E9P1;Q14643-8;Q14643-7;Q14643-5;Q14643-6;Q14643-2;E7EVP7;E7EPX7;Q14643;H7C332	Homo sapiens
P35659;B4DFG0;P35659-2;D6RDA2;D6R9L5;H0Y8X0	Homo sapiens
E9PKL9;Q13630;E9PP14;E9PLH9	Homo sapiens
Q8N766-4;Q8N766-2;Q8N766;Q8N766-3;Q5TG59	Homo sapiens
P10586-2;P10586	Homo sapiens
P11142;E9PKE3;P11142-2;E9PN89;P54652	Homo sapiens
Q9Y6G9	Homo sapiens
P78346;E9PB02	Homo sapiens
P00492	Homo sapiens
Q9UGI8-2;Q9UGI8;H0Y2M4;F8W7T0	Homo sapiens
Q9BY44;B4DQ14;F8WAE5	Homo sapiens
P02794;G3V192;G3V1D1;E9PPQ4	Homo sapiens
B4E2G8;P35221;F6XBD8;P35221-2;F8W845;G3XAM7;E5RJ41	Homo sapiens
P35658-2;P35658-4;P35658;P35658-3;P35658-5;Q5JUP9;F5H131;H0YF36	Homo sapiens
Q5SRD1;C9JV18;C9JSY4;O14925	Homo sapiens
Q9Y3D5	Homo sapiens
F8VYE8;P36873;P36873-2;F8VR82;F8W0W8	Homo sapiens
P62136;P62136-2;E9PDP1;E9PMD7;F5H1L6;F5H037	Homo sapiens
Q15645;H0YAL2;Q15645-2	Homo sapiens
E9PC74;Q13144	Homo sapiens
Q9H2U2-2;E2QRM6;Q9H2U2;H0Y9D8;Q9H2U2-3;F8WDN9;D6R967;D6RGV9;D6RAD3	Homo sapiens
O15357;O15357-2	Homo sapiens
P14635;E9PC90	Homo sapiens
B4E2W0;P55084;F5GZQ3;B5MD38;C9JEY0;C9JE81;C9K0M0	Homo sapiens
Q16540;A6NJD9;A8MVT4;A8MYK1	Homo sapiens
O94979-6;O94979-3;B7ZL00;O94979-4;H7C2W3;O94979-2;O94979;O94979-8;D6REX3;O94979-7;H7BXG7;D6RHZ5;O94979-5;H0YAB3;H0Y8V7;H0Y9K1	Homo sapiens
H0Y6I0;Q13439-3;Q13439-4;Q13439;F8W8Q7	Homo sapiens
Q9UNN5;B3KT28	Homo sapiens
Q6PCE3	Homo sapiens
H0YLJ3;Q9UBU8-2;B3KTM8;H0YMJ0	Homo sapiens
E9PK52;E9PPD9;E9PHY5;O43491;O43491-2;E9PII3;Q68DV2;H0YGI6	Homo sapiens
F5GZ90;Q9NZJ0;E7ERQ0	Homo sapiens
Q12789-3;Q12789;H3BU55	Homo sapiens
Q9NP50;B7Z287;F5H6U2;F5GZ82	Homo sapiens
O15084;O15084-4;O15084-1;B4DIW9	Homo sapiens
C9J2U4;B4DIY7;Q96BW9;B4E101	Homo sapiens
P78413	Homo sapiens
P39176	Escherichia coli (strain K12)
Q8WUF5;B5ME34;Q8WUF5-2	Homo sapiens
Q6WCQ1-3;Q6WCQ1-2;Q6WCQ1;F6WMF4;F6WYE2;F6TR96;H0Y5J9;F2Z2W0	Homo sapiens
Q8TED1;E7ETY7	Homo sapiens
Q16540;A6NJD9;A8MVT4;A8MYK1;H7C2P7	Homo sapiens
P28482;B4DHN0	Homo sapiens
P28715;I3L0G8;F8WDY3	Homo sapiens
Q16539-3;Q16539;B4E0K5;Q16539-2	Homo sapiens
Q9NYU2-2;Q9NYU2;H7BZG0;Q9NYU1	Homo sapiens
P12814-2;P12814;P12814-3;B7TY16;H9KV75;H0YJW3	Homo sapiens
H0Y612;Q9UPN9-2;Q9UPN9	Homo sapiens
P00533;Q504U8;E9PFD7;P00533-4;P00533-3;P00533-2;H0Y3N3;F8W704	Homo sapiens
P0AB10	Escherichia coli (strain K12)
Q9Y6G5;D6RJ90;H0Y9N4;D6RC04	Homo sapiens
P23367	Escherichia coli (strain K12)
Q05682-5;E9PGZ1;E7EX44;Q05682-3;Q05682-4;F5H1Z9;Q05682-6;Q05682-2;Q05682;E7EUR9;C9J813	Homo sapiens
Q9GZY8-2;Q9GZY8;Q9GZY8-4;Q9GZY8-5;Q9GZY8-3;C9JHF5	Homo sapiens
H0YAN8;O15013-7;O15013-4;O15013-5;O15013-6;O15013;E9PB39;B4DTE2;E7ETF5;Q5VXI4;Q9HCE6-5;Q9HCE6-3;Q9HCE6-2;Q9HCE6	Homo sapiens
P37665	Escherichia coli (strain K12)
Q15459;E9PAW1;F8WB66;F8WC79	Homo sapiens
P50748;B3KSG2	Homo sapiens
A4D1E9;C9J8R7;C9JNI1;A4D1E9-2	Homo sapiens
Q9H6Z4-3;Q9H6Z4-2;Q9H6Z4;H7BXQ0	Homo sapiens
P76541	Escherichia coli (strain K12)
