protein	taxon	PD7511.GDTHP1.A_C2	PD7512.GDTHP1.A_C1	PD7513.GDTHP1.A_C2	PD7508.GDTHP1.A_C1	PD7509.GDTHP1.A_C2	PD7510.GDTHP1.A_C1
H0YN26, P39687	NA	18.9881533788965	15.9291678500574	19.1531166232786	18.3826101975359	18.6659641643956	18.934537608352
Q92688	NA	17.3818272549655	17.1852328676964	17.4227355870749	14.9900642166845	16.9870367008959	17.7959215114581
K7ELL7, P14314	NA	18.4660152058457	18.3111169845305	18.2525974114165	17.694382382525	18.231272879412	18.59555529131
P33993	NA	16.0969085664342	16.3087129770577	16.5386860372354	16.7791863966645	16.7325158861073	16.5527072957429
O15143	NA	16.8025685560184	16.9172376286436	17.4274873502262	15.1402290236954	16.5722457987064	17.5198820449228
P02545, Q3BDU5	NA	18.1135638348304	18.123707518048	18.1980228971831	18.5281302432178	18.4882628778972	18.0468692741867
Q07065	NA	16.4893301376747	16.3024298181698	16.4689768156329	16.4093706799086	16.653137526006	16.9316784935101
P41218	NA	15.1852392570858	15.1557309896855	15.2656062391135	15.5153581988782	15.6346412691105	14.9399150155174
P00558	NA	18.6538913873719	18.4408066698502	18.8514267947059	15.5782369909881	17.4675707815567	18.9733329726432
Q7KZF4	NA	15.1465234064786	15.6580726054822	15.6523970765494	15.9884315331669	15.5216452577175	15.9527494425034
C9J3R0, C9JMJ4, C9JQZ4, C9JRH2, C9JW69, P18754	NA	15.6402228246427	14.7935564134785	15.5313577889049	15.4757893493763	15.2636433898054	15.7148709899402
Q9Y490	NA	15.8111269882078	15.6155308240843	15.8968517335235	15.7472244665932	16.332467845858	16.1578668915232
P60174	NA	18.3469093629203	17.1119769882732	18.327544624346	16.4803373490037	18.101743849099	19.0290353937603
B4DV51, B5MDF5, F5H018, J3KQE5, P62826	NA	19.9370043331536	19.9564670016215	19.9735885623392	20.0746651528198	20.5573088258741	19.9263744797009
H3BM89, P36578	NA	16.8838280639549	17.060726733612	16.2315782164266	16.8359493139098	16.333401501122	17.8461411943511
E9PAV3, F8VNW4, F8VZJ2, F8W0W4, F8W1N5, H0YHX9, Q13765	NA	17.1529152981104	17.0904523741092	17.2116207805524	17.1398226366009	17.4239350533338	17.2055439109419
P05023	NA	16.5779575652542	16.4228595288839	16.2563391405634	16.6212343791932	16.5047130745636	16.7638626100299
C9JJK5, H0Y2Y8, Q15942	NA	16.8552287650483	16.7158909071868	16.7243089384452	17.5162828095507	16.8797840935645	16.5931589886902
P49189	NA	15.6229580226865	15.3784133202509	15.5008954515119	16.1430336776253	16.0490996171605	15.4053339697263
E9PQD7, H0YEN5, P15880	NA	18.6051689367216	18.6683122580579	18.7477176510498	18.9979062584182	18.9813462255849	18.6131450995755
E7EQR4, P15311	NA	17.7088506146305	17.8305172876936	17.8071138555195	17.805969299965	17.9188913111758	17.9134193358039
A2A274, Q99798	NA	16.712133309994	16.3848162198667	16.2443058276634	16.4676801066478	16.0014950128497	16.4132197946824
P11021	NA	18.8444912894543	18.8555205058986	18.9223287887994	18.9294080609401	18.900642708684	18.8268503229712
O60763	NA	14.7092962114858	14.3040657833371	14.5730466897831	14.6758181577905	14.9721926742323	15.3489424257163
A0A0A0MSK5, H0Y4R4, J3KN66, Q5JTV8	NA	17.4971493775247	17.3139447400671	17.5936320387656	16.7897206917387	17.4935055115007	17.5484681220262
P38646	NA	17.1249291190101	17.0150704313527	17.0460308109467	16.9911205731034	17.1973919860115	16.8642898070325
P04899	NA	17.2019112330323	17.1960666458866	17.0137545982578	16.4814389223672	17.0932519999277	17.391784512201
O60814, P57053, P58876, P62807, Q5QNW6, Q93079, Q99877, Q99879, Q99880, U3KQK0	NA	17.496433778283	19.2655149288209	19.3924575124373	15.1055625903701	17.0577051436674	20.1265568956471
A0A1C7CYX9, Q16555	NA	16.7554452781534	14.7708103146528	15.722044200929	14.696341755136	16.1005769416664	16.8005549178866
P78527	NA	15.696358427116	15.3032178438809	15.4994192579859	16.6836914864221	16.6869776292886	14.4992973246674
F8W6I7, H0YH80, P09651	NA	19.4468479687896	19.3557772566581	17.929807019359	19.677449207169	19.7623389185366	19.7648740247799
O75844	NA	16.3804505878753	16.5818565176446	16.4289178144208	16.3489534580806	17.5814758309362	16.7194039446345
P24534	NA	16.8436399079297	16.4662576705469	18.4541937407859	18.2553003930828	18.8471480491353	18.6029231958473
Q9Y678	NA	14.951613754408	15.3197268602551	14.4331955830134	15.4437203326619	15.5263476828368	14.881777167482
A0A1W2PQ51, Q92841	NA	16.3872270448334	16.571175937854	15.1771749271451	16.6231166995452	16.7129796122892	17.2928926997192
P13796	NA	18.5164723603933	18.1219827069789	18.5102072600657	18.7709469530491	19.2388490700771	18.5828949580929
Q08211	NA	16.0308968809193	13.9537720474552	15.5903767090585	17.3318256066414	16.2150574346474	16.1584489580059
Q08211	NA	16.6409346126037	15.832259102861	15.6594228030577	14.2756237361238	15.2736058148326	16.3174206595604
Q16658	NA	16.6550544660461	16.4516591298027	16.5460190822427	16.0796167067456	16.89328091116	16.0633699719833
P51858	NA	14.8730997266222	15.7484901899008	16.1967527936739	13.9772407512978	15.0954591038143	16.7170350513721
P26641	NA	17.7071713836592	18.4509960763125	18.7546701485643	17.7209874514099	18.3893036373574	18.5921254470642
K7EJ44, P07737	NA	20.835300300261	20.6041384164908	20.659896962463	21.059651838397	20.9516641468072	20.7368153960936
Q07065	NA	16.4349536524648	16.6051483773262	17.0258644656528	16.6499378447076	16.8222280899847	16.6933187809013
P13639	NA	18.5044796381809	18.6384497163254	18.8686376127008	18.7197052024947	18.7401755617801	18.7624351036893
P38646	NA	18.0824408880081	16.7967641256771	17.4349838036049	16.7141588107448	16.7769183722953	16.7411805382093
A0A0A0MT22, P08575, X6R433	NA	16.2269874311702	16.3822985403968	16.2985777742731	16.22385825048	15.821526630871	16.4476952903628
P78527	NA	15.6067674449896	15.4466095253131	15.5828287841369	15.7403808211168	15.867809088987	15.906947810255
A0A087WVQ6, Q00610	NA	16.6895294272983	18.0440345254172	17.6428204043059	17.7497460079854	17.4325640388341	16.922945426495
Q02878	NA	16.9061620884291	17.2399972752462	17.1116007447501	17.8569551445061	16.5896687947846	18.367997397386
Q07065	NA	16.8453655052268	16.823522196308	17.0043127888222	16.6960575226592	16.9474975299515	16.7301100598942
A0A0C4DGC5, P02545	NA	17.5957138335278	17.0292329084793	17.1569215527871	16.5301923063727	17.2360440496015	16.8218324386512
P00387	NA	16.9140723252633	16.8522882471316	17.0395172523704	15.4952721087595	17.0888383599522	17.055788766566
Q8WUM4	NA	16.9626695186003	16.4410216898661	16.4480896057625	16.4423806851488	16.7475173416541	16.6319439251608
H0YLE8, P46940	NA	14.9202170285495	15.408829395075	13.4265236489954	14.4928829785534	14.5734808800264	15.6963155244225
Q9Y678	NA	16.5381610037098	16.5441771635702	15.8325668829082	16.1230654646757	15.8098629184506	16.3979048274544
A0A0B4J1R6, P29401	NA	17.5242646803971	17.4308111115888	17.7370424524047	17.1861924878659	17.7463808020829	17.8999185276014
P00558	NA	19.9025631616108	19.1497329996164	19.856380547462	18.7213238665273	19.4562438033931	20.017447810948
D3YTB1, F8W727, P62910	NA	17.0449267202478	17.1973604832683	14.318164214192	17.4176025271818	16.9335500741226	17.6455251532438
F8VY04, F8W1A4, P54819	NA	16.2128085233828	15.7825407284666	15.7802162712271	17.1667840467828	17.645114763024	16.2914819721888
O75083	NA	15.631721445829	15.2219421168247	15.0958687569329	16.1767987378901	15.7863116781405	15.0773327134567
Q9Y3I0	NA	16.0713701404934	15.9644652863203	15.8248604119572	15.815417138911	15.8765132935732	16.0250481271516
Q9HB71	NA	16.6025327407283	15.7478179276752	16.2665078139313	17.3820844066236	17.4365806516607	16.562036185089
P30101	NA	17.5124535995658	16.9407982534826	15.0625348729134	17.6020905311914	17.6762042788994	17.1630808823277
P25398	NA	18.3361134457682	18.3027000885721	18.1032580582569	18.3471271259874	18.2254793411377	18.5876891758833
P26038	NA	16.3402057887662	16.1690029288043	16.8663352656263	16.5966808830988	16.3892121140442	16.7064798472832
Q07065	NA	15.8733287808832	16.0017617095393	15.815363739087	16.4185789393497	16.2664718105818	16.1089992832183
B4DUR8, P49368	NA	16.9409104013111	17.3196037423883	17.2636807248961	18.4920877540121	17.5457624211424	17.4203057645581
P61081	NA	14.9155434618343	15.1952409009929	15.2544541587003	15.3156964976383	16.1631039133514	15.7914956520775
Q14697	NA	16.1650382861846	15.2576046412448	15.8185708743441	17.0574021252795	12.966313883006	16.1597416692728
Q14697	NA	15.5666050881081	15.6114131892661	14.8910785203362	14.4582182097261	12.8411069814024	16.1309798842794
H0YLE8, P46940	NA	16.0977888175152	16.4340299319897	16.0388251565872	17.0319890705068	16.7582052507623	16.4274716897414
P84095	NA	15.7386432036209	16.1568226598078	15.9328380247866	15.8319622895753	15.8091702295173	15.8441725590886
P62424, Q5T8U2	NA	16.5184401797042	16.482687563385	16.3403856516705	16.3183990185626	16.7737898455973	16.7391819503048
P26447	NA	18.1947495786396	16.4546374070512	18.3070102554461	17.4542300718991	17.6813097190614	18.4072796131495
P21796	NA	16.6392281918841	16.5890013487922	16.2897500642189	17.0454623423939	17.1395345502048	16.0026907321202
P32119	NA	15.8156582466623	15.2504836102311	15.9023177121592	15.5499100472302	16.0533222662019	16.1647846951885
Q01518	NA	20.9451333380312	20.7122043085077	21.1253170365403	21.4784104413596	21.5992038287249	20.7094326052548
Q01518	NA	14.7687596117331	14.8392139250805	15.3724350047076	16.3143014329897	16.9709264314451	15.168025271792
K7EJ44, P07737	NA	18.0302179575501	18.2362969736258	18.5479742674839	16.5840888024819	18.2358876305006	18.3241239258787
P02792	NA	18.0906299734145	17.9205222777942	17.8007995420733	16.8525345002256	17.2727960651774	15.7289721937003
F5H2F4, P11586	NA	15.7407302905412	15.4975360616884	15.5518771679332	16.01299455123	15.9813468938242	15.8402656064393
F5H2F4, P11586	NA	15.363567352169	15.783027781955	15.5976468157346	16.3120230700033	16.1860718210957	16.1209984542273
P07900	NA	17.6879073327985	16.8224027648961	17.3805387103352	17.4028586646515	18.125395992582	17.4504244469555
P13010	NA	16.4025543180129	16.3475514973884	16.3348394427902	17.8123286792253	17.4652500134512	16.3071304980008
Q9Y2W1	NA	15.1414409619391	15.0772697813293	14.7033967335074	15.5591600188903	15.4553748764075	15.5316564349002
P07814	NA	17.0242380802695	16.8861391639036	16.8165829840849	17.0960579994104	17.4019185277147	16.9888331551875
P35579	NA	16.1568465715384	16.0440594761767	16.5785170502489	15.6529789829609	15.9703833887904	16.1702296436418
Q06323	NA	17.6243851948364	17.9296887989687	17.8292386760944	17.5201751054934	17.9869959211571	18.0251880266951
P13796	NA	17.2123869202224	17.3860189004477	17.1530426055264	18.5370969354557	17.4866138538493	18.4731417163515
A0A0A0MSX9, J3KR24, P41252	NA	15.6896052676574	15.5559884035691	15.8865418444735	15.5868924373294	16.028851758206	15.8370056524109
P62328	NA	18.5991726624927	17.9569587080129	18.9524690677317	19.7900670529731	18.5891272258401	18.7527956948482
P62328	NA	19.5882530140232	19.6712656375211	18.4479986238865	19.8224521903906	17.7242386798536	20.6641484766101
P62328	NA	19.6349722703266	19.228855334441	18.0251235948781	17.7187401228604	19.2660963018923	20.1498730060858
P11021	NA	19.8247125798795	20.0421635665874	19.8527252546601	19.9014652618095	19.342695872141	20.010870825465
P13667	NA	16.3013256713095	16.2429584897933	16.6146036483172	16.4862675122235	16.9141462352007	16.3666983338031
P30101	NA	18.7700371574202	18.7395138826539	18.3083865082275	17.4632114786872	19.0474983464712	18.6715486535772
Q99832	NA	15.7885514201034	15.7243760759739	15.6719075770588	16.4121708842613	15.811996042318	16.0534814436214
I3L3D5, P07737	NA	20.5681230757211	20.099194440513	20.4787804418098	20.7138986772624	20.8305700497334	20.2932962578094
I3L3D5, P07737	NA	21.2529633200694	20.836511141041	18.4409791758698	17.2684576258117	21.0515796676824	21.2111012476674
P28838	NA	15.8355943746653	16.0999849474615	16.6164613513459	15.7967785693046	16.4768486220373	15.7658715911472
A0A0A0MR02, P45880	NA	15.9220929931646	15.7571947653273	15.6358882768025	15.9084796350428	16.3094800497552	16.0171024139546
Q15084	NA	20.1717739608268	19.6922828669162	20.3426146012563	18.6858748954682	20.1516310776621	20.2248577003295
P29350	NA	15.8418889120333	16.0408017228871	16.2437068839417	16.9253173575326	16.2177086849212	15.8991282294012
P40939	NA	16.3521595928894	16.7323262851096	16.3973031895541	16.5588598152803	16.6320890703603	16.4852089200537
P19338	NA	19.0365763816448	18.7720992011635	18.7828382934975	19.1547169604133	18.8797081846391	18.4010529402701
P17858	NA	15.8006749117777	15.3594875067146	15.8296058916721	15.606484640722	15.4624836005595	15.6876160384259
P00558	NA	18.2898479309196	18.0116720877471	17.9439141223665	18.3006432181963	18.5796790033118	18.1330610259236
P00558	NA	19.5498052349138	18.9606515026724	18.90993837012	18.8153798452241	19.0539478910459	18.9615812919009
H3BPE7, P35637	NA	15.9171432444103	15.4435064260395	15.558145842725	17.150051743229	15.7282635617536	17.7852582690064
Q86UX7	NA	15.924270467158	15.6456576961225	15.8814655264845	15.9279703331537	15.711226676066	15.9343497901007
P13639	NA	17.6282129246697	14.9625921766744	15.0143807149038	17.8890211704396	15.7558443857847	18.0786197691834
P35579	NA	16.2912312435642	16.1231346572635	16.1304076954018	17.4790136452233	16.6461049155819	16.2312401981397
A0A1C7CYX9, Q16555	NA	17.1575347424545	17.1469907739086	16.4940413614891	16.1257960410797	17.4767387773836	16.2136128973226
P07814	NA	16.085649613485	16.5341458901891	16.0624378184576	17.0861140731265	16.8804041334206	16.8773280599019
P53396	NA	15.585946269715	15.9319581437952	15.6409445876535	16.5617029062916	16.6479138558503	16.0488364940164
P49411	NA	16.4561819440427	16.3315074886728	16.546947345179	16.7933506412605	16.7331620890391	16.4075040361659
A0A1W2PQ51, Q92841	NA	15.0359404066768	15.4522090286883	15.0526196279406	15.898138723341	15.4416178227508	15.0595784075192
P53396	NA	16.3680373222879	16.573362261185	16.0552734746328	16.7825420572892	17.2219684385515	16.7625381534904
Q9BSJ8	NA	16.231529083805	16.512118134392	15.7375897477852	16.2674944531835	16.2759983250565	16.8659495382082
Q9P258	NA	15.5222599054776	15.9227354699882	15.6095402285256	15.5002344152949	16.0254921949603	15.8609442258336
P04792	NA	17.2352735515176	14.8639997768136	17.647813069997	16.3645029264558	17.9435174277364	17.5299876685903
P04792	NA	15.0171308903262	12.894595178625	15.3272692354387	13.9465588532664	14.423841835024	15.2028512958622
E9PBS1, P22234	NA	16.3724780769657	16.3391927344188	16.5095242410461	16.401709903396	16.7142977890567	17.2702239967271
P07900	NA	15.9166691547623	15.9324853993457	15.5791322462905	8.37994514041384	14.7115208757849	16.0247394250035
P08238	NA	17.2834714711341	17.1524852291937	16.0582697539535	15.0895223838993	16.1139305962709	17.7735545804568
A0A0A0MTI5, B8ZWD1, P07108	NA	17.0433544836281	17.0096141197214	17.2756169121034	17.8684499758781	17.7500603771861	17.1768255951724
P11021	NA	18.2394215416623	18.4878004668752	17.6748592387528	16.7508093280353	18.1710785999511	17.4764829545096
K7EJ44, P07737	NA	15.9898041718793	15.3637290563323	16.1832512300287	14.0534219851068	14.9634685978121	16.0153192567622
Q9Y490	NA	17.5300297424808	17.2290812532605	17.5992863748414	15.7998438214217	17.4217771737099	17.7233614594136
A0A1W2PQ51, Q92841	NA	15.5801858445671	15.2801885796177	15.2402297198065	15.5946754923339	16.1134791791299	15.897472925149
P53621	NA	16.6255003758222	16.2051719005364	16.1785888889911	16.5739940193273	16.6207770420847	16.4365370057548
C9J592, P51149	NA	15.4247839464083	15.737545575824	14.2364254886733	16.7314136001551	16.4979189231583	15.2113604638104
P35579	NA	17.3984856926597	17.6108651554842	17.2923618444458	14.7946568327587	17.2005298486298	18.1168628221143
P13010	NA	18.1030469230339	17.9132910457604	17.8479108428662	18.1844893241594	18.2535976019102	17.9349166059341
P09874	NA	17.4828122682119	17.3816432999783	17.6861283129807	17.5988030463291	17.4618791866338	17.7120295709971
P00338	NA	15.959087706836	16.2528510548066	13.2748989895924	17.9764988473059	17.5948940851366	15.7386129176727
P28838	NA	17.119584453907	17.1592416729098	17.098784339365	15.1170580248797	16.6164009909371	17.1541295045474
B4DUR8, P49368	NA	17.255982835946	16.7221715843873	17.1701444373109	17.3925602199361	16.7292762489304	17.2515263214788
P10809	NA	16.0065430588825	16.8719893074632	16.5848525356654	15.7848645563468	15.4485566338603	16.03442045896
P36222	NA	16.0117319469128	16.2482417262657	15.5568394627157	16.6372862146725	16.3068719239373	15.6437075983269
P37802, X6RJP6	NA	19.9542134737831	19.9701896972872	19.9016263498395	20.2959121523822	20.2337799097072	20.7257762339631
A0A0J9YXZ5, P46940	NA	16.4691376403189	16.6935200956476	17.0130325030186	16.8297950691533	16.8850775659332	16.5425148536031
P50991	NA	16.722545754719	16.4655292143315	16.3464940388063	17.1677978742352	17.0529495318455	16.1990867820583
Q99832	NA	16.3462628837777	15.9164744238485	16.1509315197717	15.5397792182183	15.7602413774888	16.1563171540132
P00492	NA	15.5781860677112	16.0620715456801	15.8758009394553	16.5200278790611	16.121309966057	15.8282905397447
P26038	NA	18.4742592524785	18.1279287498379	18.2007526230432	18.6197981583465	18.1723169688007	18.4268418046351
Q96PK6	NA	15.8102056289566	15.3836768702311	14.4647285898147	15.9509527194619	15.5962827615144	16.4442338060569
P35579	NA	16.6294985816867	16.4581364483568	16.9739413624643	16.283053649574	16.5654386356166	16.2485376604448
Q15084	NA	16.7491931519852	16.4274301184475	16.6186852600381	15.8731342320462	13.4091837896582	17.1296628791554
D6RA24, Q9NZF1	NA	17.2547441337828	16.3972180733243	17.1431211543491	16.8486952512849	17.3580479635337	17.6903808086579
P05023	NA	15.152467750383	15.6891075736423	14.8072467968396	15.9157875286834	15.7644982858682	15.1395887913487
Q14566	NA	16.1996846450494	16.5183017158808	16.1754892110627	16.1223165715563	16.7702541535663	15.9892910540981
A0A087WTP3, Q92945	NA	17.4798916981862	17.1157869371177	17.3712228645909	16.8833697011327	17.6319682420266	17.9193410980342
A0A0B4J1R6, P29401	NA	17.1114277237983	17.1138563455508	16.8117157339557	16.7383506227052	17.2284705367284	16.327335977314
Q9Y490	NA	16.1356118560194	16.6366528252993	16.4798771479265	16.4991683630513	16.4591722923514	16.2402433512667
A0A087WUS0, E7ETK0, P62847	NA	16.9979422126377	17.014084070938	17.4014429038285	17.8232274452642	17.3193721565429	17.0890439803505
P30101	NA	11.0995945163803	16.4520617868409	11.7626498129204	17.1390740667149	16.8027626517703	16.5416649587393
P23284	NA	19.2524372585842	19.4770896136803	19.5367533450744	19.915885867653	19.7282047502759	19.1499539118608
P35579	NA	15.6969324480885	16.2768830175317	15.7504930210057	14.8502411849666	15.7683806121578	16.5575605310348
M0R261, O95336	NA	16.2812997059573	16.2452289108206	16.1043250802671	16.8654066341393	16.5862105506142	16.7634442243104
A0A0C4DGC5, P02545	NA	15.7167488319399	15.8388483685984	15.3876367291999	15.5985389952604	14.9626095162864	15.2409033710629
P40939	NA	16.3980699873789	16.13872862676	16.460230845778	15.7386317615908	16.7274494138707	16.6063966094498
P17812	NA	17.5533523080725	17.4554041951734	17.7142712735955	17.1259206674278	17.8612440725118	17.4444693279669
P62805	NA	21.8550848964799	21.7879845800053	21.7131145495328	22.8249572556292	22.1998636041088	21.8147991128563
P62805	NA	23.148516954644	23.1500017450099	22.8595599722416	20.7774776172532	23.2339524510352	23.242460257483
P54577	NA	15.9412907208661	16.1342217909878	16.1159547215003	16.9040099947554	16.5928839279445	16.1252162876458
P54577	NA	16.666657486696	16.26311172076	16.2546579178187	16.0507847964628	16.6123206833462	17.2212389420682
P14625	NA	18.22552948845	17.6149709366134	16.4792092351311	16.4207155119658	17.5781728499122	16.6210578737565
B4DDD6, H0Y5J4, Q9UJU6	NA	15.6773677983361	15.941053484173	15.0457327917861	15.8005169146899	15.8368082198718	16.157395085783
Q9Y3Z3	NA	17.1948245920454	17.3322503881043	17.1511273134341	17.0007251138256	17.4698293666403	17.0577653274888
P11021	NA	18.9919501211424	19.1856142702416	19.1056768579573	19.1581390278541	18.7993580760146	19.012760922567
P30740	NA	15.1962800339631	15.3822155588918	15.2801053546151	14.9989018221378	15.585176788503	15.525796230202
E9PQD7, H0YEN5, P15880	NA	17.8884370550545	18.0821211380689	17.5965872310218	18.1147776212307	17.88825619261	17.8188653475772
H7C0C1, P48047	NA	17.2361968489318	17.0239694160608	16.8710547475213	17.3440504737075	16.8924315110805	17.3314372552113
P35579	NA	16.6014657653835	16.9126449029853	16.8070427091945	15.182048616654	16.4462727270656	17.182120928662
A6NC48, H0Y984, Q10588	NA	15.8279646887732	15.4333241216298	15.1039062082099	16.0518961884145	15.8693513666295	16.0321076559765
O75396	NA	15.9628375630449	16.2439509950306	15.7778198120002	15.9052430715462	16.3291083000261	16.0409939087568
P23526	NA	17.0136394212212	16.7952382969531	16.9208844766587	16.9235780541804	16.8063974611976	17.3087065015043
Q96AG4	NA	14.9481871564352	14.1274844519982	15.3921056831449	15.3083690998332	13.3843973838327	15.4816575959947
Q9BS26	NA	17.1012501300056	16.8928404541726	16.1414198843082	15.8592672635245	15.9196568313448	16.40527101438
H7C0C1, P48047	NA	16.3041822514219	16.5870781123941	13.8148916937475	15.6340480039476	14.6023469212499	16.697645435308
B4DV51, B5MDF5, F5H018, J3KQE5, P62826	NA	17.7611088484051	18.0853704483093	17.5720699544975	19.7759719579403	18.9871403117533	17.9702452909376
B4DV51, B5MDF5, F5H018, J3KQE5, P62826	NA	18.037370790659	18.2172954155689	17.1304973774232	14.8865965596652	15.8742124349295	18.3814072537207
Q9Y3Z3	NA	15.9257639689845	16.092621915238	14.7642789523011	17.4709038060993	16.1540766729824	16.1345644200093
E9PEX6, P09622	NA	15.0190670373058	13.9767645291306	14.1956405807786	15.7375770457103	16.4485674826781	15.4627707674372
P31939	NA	15.6743087085181	15.6781513377528	15.7888644056163	16.383692932581	16.0174359696537	15.6250879854468
P48735	NA	16.8861852408318	17.2057420188784	17.2231803102693	17.4817510945193	17.1802418501898	17.068107904032
Q9BS26	NA	15.5136937100952	15.5862552373436	15.3288701354623	15.4844701401176	15.5579055015589	15.4723380630566
A6QRI9, B8A6G2, P27635, X1WI28	NA	18.2054860531984	17.9162545746686	18.2628024084866	18.4718867321839	18.2450892764161	18.2109387548116
P00558	NA	19.1709737660894	18.8146038202365	19.2603046598384	15.2444313926246	15.8357783993213	19.2526392210059
Q09666	NA	15.4597482468486	17.8419882929884	17.8603827340454	17.2010886087994	15.4644387982508	17.6718144532787
Q09666	NA	16.8405172587663	16.5699389120608	16.826503128456	16.3569128372075	16.4632672165582	16.7811281066564
Q09666	NA	15.754301259328	16.157658161065	15.6210468560987	15.8210034208838	15.6468199636134	16.1199738179108
Q09666	NA	16.8398681889222	16.5550683113964	16.4184773070412	16.4148840631982	16.4378422736878	16.382771005541
Q09666	NA	16.7706904495565	16.9899995957631	16.6270699773395	16.1496199505255	16.8095312343961	16.6189936002602
H0YGX7, P52566	NA	16.2300361251869	16.0168251475475	16.7685451787025	14.2429837512492	15.7306998236537	15.3910757736891
P38117	NA	15.1902718235176	15.1412985547718	15.2148090405819	16.445314861442	15.8304697505987	15.6472122869117
Q09666	NA	15.9047239140876	15.4374662099827	15.4540675746034	15.530961683219	15.5503135627057	15.6763476368957
Q09666	NA	17.1565230217673	16.8600898814811	17.1686655551299	17.1451962460819	17.047995433117	17.2479729444413
Q09666	NA	14.8482645684751	14.9798776997363	14.5564843832149	14.9019952760488	15.5794064182081	15.0584232872342
Q09666	NA	17.2986330154123	17.1991803150511	17.2574580701784	17.0808777171142	16.9933517637055	17.7000309680322
Q06323	NA	17.7929001533635	18.2909957590179	17.1674869181827	17.0080612489999	17.7779425261044	17.3499102631708
P62857	NA	17.808977772923	17.5359676688614	17.8773124812857	18.021938536329	18.1509256310462	18.135751086495
C9JNW5, C9JXB8, P83731	NA	17.4861542539682	17.4783212915738	17.5545521085078	18.179383006279	17.5619226585044	17.3455444868764
Q01518	NA	21.1260282181488	21.4521637415589	21.5461530401021	21.6390370735804	21.8692002165667	22.0832346587715
Q01518	NA	17.8118515714939	17.6232763492123	18.1143143323002	17.2298909382178	17.6845208414286	18.399128654768
A0A0A6YYJ8, Q9Y383	NA	15.0181781124174	14.9808910551807	14.7135197184997	15.7089701800328	15.6354147760702	15.7864899282657
A0A140T998, P28062, Q5JNW7, X5D2R7	NA	16.3186686884095	16.3889026170313	16.4149318233883	16.1004730128775	16.5648697362478	16.3534925901463
A0A087WVQ9, P68104, Q5VTE0	NA	22.2815894447772	21.9047003956551	22.0820832116604	21.813179003307	22.4589154387511	22.3308221592118
P17858	NA	16.2505173892852	16.1489023665746	15.9731600971135	16.5214189629041	16.0418666321699	15.7798680798854
P13639	NA	15.2140180327166	16.2817008889568	15.5745582623241	17.6148462213161	16.4291069336978	15.6594194384755
P19338	NA	14.5585943502079	13.5329064003917	14.9838487700738	8.88523587985113	16.3623143531762	17.5654076620637
P00492	NA	15.5404941725433	16.0505370109351	15.7308452748014	16.5383705888915	15.7055924411035	16.457948663992
P14625	NA	16.3299424841475	18.2133651592363	16.4847246013998	16.9643122458376	18.4471298190769	16.1731578993213
P62805	NA	22.608900643585	22.9874453796531	22.9859894998854	23.0597168861369	23.0545893484384	22.8277037152197
P62805	NA	21.318054900317	21.3195833871025	19.0897484489963	19.1488360184364	17.5628861752015	21.9949101512045
P62805	NA	14.068476274325	15.3886678042306	15.2917297896101	13.8434563170337	14.6255736033821	15.5193829855361
C9J3R0, C9JMJ4, C9JQZ4, C9JRH2, C9JW69, P18754	NA	14.3989044364778	14.2707393530316	14.4923136595468	15.3293358943086	15.0213308295101	14.6486570649288
Q96C19	NA	16.2009410126008	15.9729557077509	15.7320831955044	16.1749505683108	16.100185461362	15.3669534335907
Q96C19	NA	16.8184577553746	17.0470747531818	17.1137935160923	16.2064336608942	16.522801852821	17.0132097141008
M0R0K9, Q13263	NA	17.3880528827372	17.2459732902458	17.3170767105322	16.9972986174186	17.0702809131937	17.463114230753
C9JNW5, C9JXB8, P83731	NA	18.0073012012375	18.3679453780971	18.2398038307209	18.4565469249108	18.3288834551153	18.1280314736948
P09874	NA	16.7415287007872	17.4256898544086	16.8951786288525	17.864624617451	17.6106536479144	17.2029966764121
P13639	NA	17.6827373468921	18.3144040148665	17.900485164438	18.5644765653043	18.5749876195582	17.8824659154698
P49588	NA	16.8956598004499	16.729728309532	16.6947328692654	17.2450728144708	16.8016351817482	16.8945906830395
Q9Y490	NA	16.1910286437711	16.0965393516945	15.8422548533601	15.8906271424636	16.8878072071606	15.0309914965818
Q15084	NA	19.085940791341	19.0979863512872	18.3731508782726	17.3681174043856	17.8624714976959	19.1590508806109
P07305	NA	17.5842933851367	17.0205821866088	17.7322980649067	17.3571708092219	17.6881031111318	17.4308856476148
P10809	NA	16.8814357930294	16.7449504441095	14.3767449405455	18.3149263235462	17.627328895266	17.0314105771308
P10809	NA	19.5545932712022	19.7730869738791	19.9530482170762	17.090309035042	19.3304577271967	19.9052776720302
P10809	NA	18.8821709666828	19.0298319853679	18.8662058399109	19.0831187958932	19.1803124059955	19.127609299722
Q16658	NA	17.7498706983934	17.2319999333303	17.2482084143852	16.5814388773774	17.2141491336891	17.6195894622957
A2A274, Q99798	NA	16.1785371457833	16.1223126844548	16.0617931362912	16.0321438213379	15.9449520745691	16.2397805993483
P10809	NA	18.7853583949757	19.1628753469263	18.7363042408447	19.9334027917798	18.7780459137658	19.0586997468853
P61160	NA	16.1824585984354	16.4725144718956	16.2454644639437	20.358123966051	15.7569331670021	16.8283852759327
A0A087WXU3, A0FGR8, H7BXI1	NA	15.7563491078061	15.0934239330008	15.4255208422328	15.2795110806295	15.8377462890918	15.6275232519347
