protein	taxon	PD7511.GDTHP1.A_C2	PD7512.GDTHP1.A_C1	PD7513.GDTHP1.A_C2	PD7508.GDTHP1.A_C1	PD7509.GDTHP1.A_C2	PD7510.GDTHP1.A_C1
P27797	NA	18.1806276687752	18.3210946777606	18.367891977582	19.1569285491956	18.5042283635818	17.9011664005923
A0A0A0MRR7, P09234	NA	16.0503629838994	16.1438163070037	16.1092003685722	16.5819983897556	16.9025433957893	16.0311963717971
P27797	NA	19.2032924037205	19.0412818085672	19.3315203892533	18.9513654332277	19.4324444198669	19.7340159795127
P09874	NA	15.7508803363159	15.5156774598649	16.0689486697652	16.8380095124429	16.5631218560746	15.7008933731908
P62993	NA	16.095790349724	13.9082997745244	16.6021065276445	16.3798548642756	16.2995308571975	16.5570842160668
K7ELW0, Q99497	NA	18.9411246626524	18.6912549197544	18.6628153628389	18.9408621651223	18.8947270407001	18.9441134122712
J3KQ32, Q9NTK5	NA	15.4935109226052	15.7285025489951	16.0534794955364	15.4629896986292	16.0247358180078	15.742884277139
A0A0C4DG17, C9J9K3, P08865	NA	15.3023278897682	15.6884378380871	16.4553143996285	16.1621258140319	16.7224381286454	15.8708504156635
E7ER27, P51659	NA	14.704995687042	15.1730365639236	15.4266549952416	16.5364422147786	16.0962907831443	15.3042840876132
Q92522	NA	16.3251776045504	15.5368762315691	16.3458274434793	15.6557017915029	16.0718515853238	15.7729553351054
B4DUR8, P49368	NA	15.3225583066948	15.623441486354	15.7773814113487	15.3474819621939	15.2893944096225	16.6911898301606
Q9UHV9	NA	16.3358956466899	16.1070214069277	16.4657837323815	16.3345914623779	16.4598366368897	16.8635360887723
P40926	NA	18.5778726376412	18.7284492741716	18.8745291925421	19.0947494544616	19.1137012860801	18.8425123706756
P00558	NA	19.8759668456578	19.7062815921755	19.7301784519376	19.5608706045845	19.9795834238833	19.5437392557677
E9PQD7, H0YEN5, P15880	NA	17.9520447526293	17.5458683403493	18.0456028937246	18.4791855155417	18.3482900884997	18.3273900275001
A0A0R4J2E8, A8MXP9, D6R991, D6REM6, P43243	NA	15.8823641221839	15.8483294279682	16.2758151358662	16.0043334740366	16.7043103306399	15.8614819165634
P13796	NA	17.8972529091215	17.9223829479034	17.9163100903641	19.1093686256292	18.9687940862763	17.6711310711466
P35579	NA	15.4202449112509	15.6099102915144	15.7536939424798	16.4111516243395	15.7492003121648	16.2621731602892
P04083	NA	17.8345414029152	17.6379419464172	17.6006248161532	16.926777993459	16.816407910087	16.9127176880579
Q13151	NA	16.5482273593552	16.3952137963627	16.2062956016883	16.8271962992252	16.8993689204598	16.1763537223858
Q09666	NA	15.753378219683	16.2144015524732	16.2031052361808	16.8953695063664	16.7716522389767	16.0883802635151
O75368	NA	16.5673871867671	16.9975232112902	17.1420760785346	18.0695663100267	17.7703251890071	16.9629859699563
B8ZZ51, B9A041, P40925	NA	18.323541383358	17.943675408222	18.3223266238791	18.9085899758662	18.7709439405114	18.4937145719334
Q09666	NA	15.5424304509493	15.7738169180596	15.5325652818938	16.4329724029254	15.5548814466022	14.5599257486705
J3QLE5, P14678, P63162	NA	16.9954109024467	16.8057112833807	17.1663520653161	16.8123964370094	16.9517373537093	17.0886702963364
H0Y8X4, O43598	NA	16.8539630051487	16.5007713666867	16.7790421998248	17.1520099274237	17.004562437573	16.3671313821939
Q15084	NA	17.3501204105862	17.5627482697638	17.2474094973006	17.0120687180031	17.438272256108	17.7310876627952
H7C068, P48047	NA	15.5491538983086	15.533858700291	15.6641600432724	16.3242865688952	16.3197276262017	15.9026901990006
H0Y8G5, H0YA96, Q14103	NA	16.8202064881983	16.8379023516639	16.7814379084693	17.9332467499517	17.754193952123	16.6222429533354
H0Y8G5, H0YA96, Q14103	NA	18.7836259552545	18.6601052701097	18.673286555433	18.5350125994109	18.9702212396038	18.4993412954819
P53621	NA	15.8579209202536	16.1811124197984	15.9510098397359	15.9428343181245	15.4077676514307	15.6995756820654
P22626	NA	17.1382499783364	16.9236305738009	17.3905980317733	16.7523998217922	17.0588989291963	17.1598929486915
P51991	NA	17.6159380383698	18.2614553467989	18.2952097886986	18.3461821737803	18.6375424389144	18.3738115492401
Q04760	NA	20.2729402374935	20.1352185711088	20.1501172793554	20.7664531597553	20.5202897556952	20.5500358897406
Q04760	NA	14.3825799147553	14.7056571795225	15.3176389773854	13.6818720211776	15.1196951526033	15.686345503311
J3KQ32, Q9NTK5	NA	16.0266271719135	16.2232285281749	16.3085777716035	16.2878624112512	16.4804410812478	16.0437495687605
P30101	NA	18.9370024982208	19.1244702213045	19.1028272054828	19.2315866401836	19.0024944893625	19.0380085030431
P30101	NA	17.3706950183206	17.2934243832647	17.3868661723171	17.2913573186595	16.8583657206332	17.2639474674406
P51858	NA	17.803416203262	17.5933134729708	17.903600493681	17.9395623618474	18.4228560138589	17.3459470091909
P09874	NA	17.462139598112	17.7596845832915	17.7487196546724	17.884055871106	17.2571283118938	17.708853123844
Q99832	NA	17.3536109963824	17.4696843545585	17.1340607568798	17.4809561714428	17.6508851093185	17.4617904325225
P0DN76, Q01081	NA	17.0804912143342	17.3907983839647	17.0678370700682	16.8444547575232	16.9253106214201	17.2632673454311
P08621	NA	14.7164373048867	14.4379923942912	14.9194371443344	14.9495755085658	14.9841480959038	15.1649427710831
P22626	NA	20.3303105848305	20.3719508061127	20.8262440228132	20.6939546832336	20.5087510743605	20.7951388611195
Q9Y3I0	NA	15.769447298158	15.7535176850093	15.9574071397156	15.7571684045309	15.9443013565024	16.267026069422
P22314	NA	15.3497458054109	15.5818100905505	15.7523972566412	14.3707139870752	15.1961943413736	15.8877211311916
P22626	NA	19.5771223348189	19.678148102373	19.5255507578182	19.7445590913059	19.6179263299755	19.9209141109349
J3KTL2, Q07955	NA	17.798379185164	17.754963155579	17.8210539121182	17.9165801777578	17.8563194008811	17.644885774899
P09874	NA	15.1044944129529	16.8757033367314	15.6149974031443	17.3042274846672	15.9667757367826	17.4519240556678
P61081	NA	16.4458081953945	16.8578487144212	16.2282258351026	16.765677509525	16.2128820688792	16.2377910459388
P49257	NA	15.5502420048381	15.4541452002891	16.1404627474654	16.395730129889	16.4996260617518	15.8947244819106
P13639	NA	18.6446772510075	18.3039818974391	17.0410575313619	15.9007290439289	16.9866344612198	18.9686419369246
P40227	NA	18.3502721895768	18.4594451404133	18.3947400536922	18.2633773660868	18.5285596616489	18.7272060635471
P78527	NA	15.7570790860294	15.9347051313582	15.776789653746	16.2933155311152	16.1239297775998	15.8057152814165
P50991	NA	15.9661326542432	15.9234634028287	16.2090802712682	16.4605056907838	16.2959974853913	16.3025931016606
P25705	NA	16.7379676270676	17.6423178972079	16.8459899263102	18.3738282206521	17.949382801444	16.8684498628341
B4DUR8, P49368	NA	17.6202102799206	16.9164140143068	16.1828852611929	17.4783795386364	16.4654843729047	16.9379454051446
P23526	NA	15.7643197443774	15.8449228405787	16.1729603675511	16.0737014478414	16.3490631942114	16.50284427963
P49411	NA	16.0908469031403	16.0791091634702	16.179271907485	16.1140629982013	15.7423883308632	15.940133000127
P23246	NA	17.0861555134342	17.2641468407359	16.956515455645	16.8765189986128	17.089836860046	17.530531114605
B7Z9I1, P11310, Q5T4U5	NA	15.9635633546491	16.0268799456642	15.6136342787701	15.580710211896	15.4669318072375	16.0175168069469
M0QXL5, M0R0P1, M0R1H0, M0R299, M0R2B0, M0R2Q4, M0R2U2, P22087	NA	15.4062042929628	8.86174572923805	15.5301776587365	9.52937084021942	15.7886312845821	14.2239157693136
Q01518	NA	16.4580909531661	15.1869873517231	16.544513106718	15.1855459351807	17.0034840140429	16.8492658904894
Q01518	NA	16.0902614751966	15.7472109418774	16.0598725667948	15.6754744835895	15.7361249037763	16.4706756675963
P48735	NA	16.5356455706167	16.3054484578177	15.2026771740627	14.3219674164748	16.2269366845956	16.7970220598503
Q9Y490	NA	16.1591503443543	16.8079171822379	16.1489452659559	16.935374678329	16.697357845732	16.3801364537115
H0Y8E6, P49736	NA	16.0144382754942	16.74010748449	16.55081295059	15.7371951913729	16.6466127138475	16.8475034771085
P36542	NA	16.3966173229977	15.94507115216	14.6228806891594	16.6805265930603	16.5665327138947	16.4383402207056
P45973	NA	16.0456730779182	14.9719240198944	16.3816643207673	13.6233786224008	15.4513548430588	16.4722146568246
P32119	NA	17.233746830543	17.5870679818132	17.2939205536856	17.4385055439565	17.6140361099945	17.8156781620333
P30048	NA	17.0959199193537	17.5424961056858	17.1886818889111	18.4063356031402	18.0181802475529	16.9856513417651
P17812	NA	18.1113579939816	18.191965160505	18.2714523248438	18.1446055316963	18.4500046249631	18.6498101099251
P08574	NA	15.3387084085023	15.8180039946481	15.5805879398054	16.3459711558216	15.8903643149385	15.4011259295519
P08574	NA	16.6141443172387	16.7190435763223	16.8642125521301	16.420140971239	16.1626381718462	16.9220151190028
P53007	NA	16.8585643449091	16.7367075562028	16.886208348675	17.2673892791934	17.2942603169634	16.5874338130531
P49588	NA	16.4746949388107	16.1899755434724	16.1921141910885	15.6013463982039	16.1892511796378	16.6778006077664
P40939	NA	15.8960096056217	16.3159566676125	16.235690961767	16.3201869106003	16.183120071266	16.3249430079039
A0A140T998, P28062, Q5JNW7, X5D2R7	NA	13.5073635023241	14.0340795430599	14.0144810301643	15.1488090124694	15.4593873548889	14.1172511555268
P26038	NA	17.8842905383614	17.7678602434461	17.9919922099188	18.3410408072725	18.5671832387595	18.4464169804463
P30086	NA	16.6067117508239	16.5288399532532	16.926519117073	17.4697486465553	17.4710054136594	17.1006918151975
J3QRS3, O14950, P19105	NA	17.8533695589647	17.951913811714	18.072374036769	17.43294775854	17.8135947844223	18.4638935736862
P37802, X6RJP6	NA	16.199224372664	16.4287607207805	16.5042634412536	15.8897363550715	15.8406756652855	17.2583612013055
P49257	NA	15.5556180941859	15.127245709525	15.2172872278508	15.3729963837136	15.2657077874035	15.8138926552297
B5MDF5, F5H018, H0YFC6, J3KQE5, P62826	NA	17.1475155328015	17.2029514884305	16.7384955705845	17.1628628821176	18.2686571760593	16.8829550380695
P13639	NA	18.0683934056067	18.3224954574799	18.2309926542857	18.2890914922374	18.3994217908483	18.1229898209929
H0Y2Y8, H7C3D3, Q15942	NA	16.307902085804	15.8035770288957	16.5479889399493	16.7916988118113	15.5147278303975	16.9613121082039
P28066	NA	16.4358080272595	16.4708283893907	16.424182219624	17.259691096021	17.0039861679849	16.753463530393
P06748	NA	18.3117795846694	17.5108315090948	18.3364177235144	17.7429109945749	18.8496390392668	18.8686700030653
P11387	NA	15.804982159804	15.7873384535486	16.2972832254156	16.6263261743539	16.5107746725235	15.9318870724187
P62857	NA	17.8648298577382	17.5754275703811	17.6962528063858	17.3933602438793	18.271509501375	18.1969323625204
O75083	NA	15.4563436281655	15.3565615570421	15.1723481566747	16.7874837584324	16.4815868845193	16.0958735458662
A0A087WVQ6, Q00610	NA	17.0676329929751	17.0875524888222	17.0605768496533	16.6362210450107	17.2465756064649	17.4005988542952
P36222	NA	16.675686008437	16.3622519280817	15.9944540252788	15.5969037606294	16.1413509243948	16.5257422558654
P27797	NA	17.9240780402272	17.6577264798225	17.6626006766477	18.6584299991424	18.3206538941655	17.6473161114978
Q15084	NA	19.453492707306	19.4146756289329	19.440184585971	19.3136904526785	19.4480549494927	19.5856012005715
P33993	NA	16.3327959840487	16.1607085693166	16.0681493343683	16.4548151933881	16.2588603356067	16.1264586738871
Q15084	NA	17.8808351432559	18.0136898529887	17.9682897975283	18.9038841787202	18.206256380385	17.4575139463629
P50990	NA	17.5505850440981	17.6123945212036	17.5771626803228	17.3895634648808	18.0994798290817	17.8034090414882
A0A1W2PQ51, Q92841	NA	16.4383095181905	16.4572015959899	16.2734124008212	17.3091241535379	17.225128319537	16.5532115597366
P04083	NA	16.3319349405271	16.9080540534126	16.7249276022038	17.9257187665363	17.1856313423904	16.5661089245367
F8VVM2, Q00325	NA	16.7341004718294	16.9420646702353	16.5558185810709	17.3954829323559	16.9177025541868	16.3935222550786
P54577	NA	15.3731510253932	15.5193768983183	15.2649892490756	15.5320502288325	15.8133743008137	15.8355402457522
P07305	NA	17.4533999428137	17.5710117737553	17.3107955952446	17.5431176121342	17.3284691254554	17.6115540158589
B7ZAR1, E7ENZ3, E9PCA1, P48643	NA	17.7420400184669	17.597331917828	15.457782521868	17.4460408517497	17.6382319817156	17.6967449833669
P53621	NA	16.2151860240073	16.5190785862908	16.2849531090398	16.2313686791997	16.1622346447633	16.4372955583247
O00299	NA	16.7979398236657	17.170026695822	16.9833016699075	17.4359219288885	17.0985950937017	16.8894694055475
P53396	NA	14.8842762620153	15.3933447388804	14.7709087645894	15.0421469752554	15.1145150718523	15.6682357074309
P14625	NA	19.6181332608808	19.8048570110269	19.7568905268456	19.730740253816	19.9351587550091	19.6229251280981
Q9UMX5	NA	14.2170410615759	14.9958774468092	14.9704588241769	14.7312241564295	14.810605878089	15.684182302375
P25705	NA	13.25382749396	14.595006300215	14.4248396808883	15.9846968968459	15.894686981137	14.361561688659
P40926	NA	18.7015064139745	18.8401564084016	18.7632909931317	18.8739649214381	18.9464121641345	17.8382733256165
P40926	NA	17.5041873670895	17.29948960725	17.5149450410876	14.8107982308047	16.2057690342226	18.0174195465586
G5E972, H0YJH7, P42167	NA	16.0690437990144	16.3385758522843	15.9539242418231	16.0376910878319	16.1593206970574	16.7596950865624
P35579	NA	16.6107857649294	16.4332158270016	16.5671358299985	17.6311802999545	17.1700498899849	16.636241821936
P04792	NA	15.9337876521908	7.59602551466717	15.9816043010808	14.0466751748729	16.2138912601288	16.4661978181104
P50990	NA	14.9371254187331	16.059451871131	15.9387260889071	17.4296299735307	16.6906859431154	15.6896463137186
Q9UQ80	NA	15.5125925410183	15.6487494489717	15.8487344936053	15.9567852180038	16.1964860203281	15.7954589159112
P27797	NA	18.376123866477	18.5361364509104	18.3013638063147	19.0843418456696	18.7172275692925	18.7692993533224
P18669	NA	16.3396678454062	15.8857039274547	15.634289861759	16.6584015962504	17.0613369895601	16.1078535545438
P07900	NA	17.9309758428941	18.161171534049	18.100777259971	18.0946541057828	18.6968637306287	18.0143178903175
P63000	NA	17.1695454480138	17.0484817099192	17.4118437256491	17.4618903238155	17.671335569717	17.4551986304416
P08621	NA	16.3243704186359	17.2099379905995	17.0163840637705	16.5354531891778	16.6737768961801	17.2198378922759
P46777	NA	17.8509558994215	17.9795493380762	17.8160465510442	17.8948105900974	17.3230778498166	17.7749280185702
P07900	NA	16.2100646993572	15.8069245809642	16.1675741834887	14.5690205476529	15.897613516033	16.5614920929309
P40939	NA	14.2630537984289	14.7850411725317	14.598970065358	15.3000900052824	15.2455861521989	15.2899568062475
P08238	NA	19.3665398976589	19.6981055259001	19.5876614684519	19.6325447306611	19.5975768710105	19.3753731112601
P07900	NA	18.4552558516432	19.2600062544931	18.4580815344472	19.2238468556506	19.3279442328649	19.3382595250368
Q8TEM1	NA	13.5541353122938	13.2723099811082	14.5417198156825	14.9506475424155	15.1294422075316	14.9781521532509
A0A087WYT3, Q15185	NA	18.0571626752141	18.1995561106385	18.1654410379579	18.6097927690461	18.7844752944492	18.0755135905398
A0A0U1RR32, A0A0U1RRH7, H0YFX9, P0C0S8, P20671, Q16777, Q6FI13, Q96KK5, Q99878, Q9BTM1	NA	21.2051426286555	21.5194161504651	21.0555333559557	17.0604486017911	20.0681042959148	21.7505019488852
P04908, Q7L7L0, Q93077	NA	18.2521185746461	17.859082257465	18.1855729667191	14.1647083475545	15.8045817417248	18.8142418875516
Q9BSJ8	NA	15.9439224700955	15.1704527215515	15.7978610456467	15.7676763711461	16.1883968514748	16.3920768851994
P30048	NA	17.2690900878374	17.5879632350935	17.259445578539	17.7606460818046	17.4927548744494	17.5045272356373
Q02878	NA	16.5442592751085	16.834147550415	16.7875353932274	16.8251555420496	17.1555719861801	16.9401212054275
B5MDF5, F5H018, H0YFC6, J3KQE5, P62826	NA	16.6120946688112	16.5827302483794	16.2367482072779	16.9291636542926	14.2682500579417	16.6574405381857
B3KQV6, E9PH38, P30153	NA	16.0604650657958	16.5538484760406	16.7091587531528	16.2584028939981	16.5198042802332	16.1653913386757
F5GX11, P25786	NA	15.3752823792196	15.5438081563442	16.4251160490684	15.9549523469905	16.3730525304877	15.9599185500831
P53396	NA	15.9264088800012	15.9616472684532	15.8345667069742	15.1457329365356	16.4880298047207	16.0143611057265
Q02878	NA	16.6849714682402	15.959556051885	17.559222642771	15.9896591767315	16.9521825821321	17.8942152676025
O43707	NA	16.7127431598889	16.43584577999	15.9906276171777	17.4751729455315	17.8222208560218	17.912591987626
Q07065	NA	15.5898877114821	15.9744628504759	13.6087787958531	16.4005075363099	16.0152190952745	16.3625510779403
P30050	NA	18.8194194805044	18.8670065093034	18.6801656503789	18.7062572393459	19.0833276487715	19.0623722728261
P35579	NA	14.840127511268	15.3381287486352	16.0847149689087	16.079157668428	15.8586718852413	15.8487709227433
P62424, Q5T8U2	NA	16.93170140873	17.1145302075471	16.147992837494	17.3339312015684	17.4802179640332	17.2644150419172
A0A0G2JIW1, P0DMV8, P0DMV9	NA	16.1414125102617	16.2978331188562	15.9996814005199	16.9655691137018	16.4420242102924	15.984803999273
P23284	NA	17.1024668088759	17.0510536380363	16.8578450550288	17.9626282120837	16.9314687635868	16.544209510601
P14625	NA	16.7539877175652	16.256705650452	17.0491778272103	17.2003434854949	16.8228271585177	17.5990928874219
I3L0N3, P46459	NA	16.8720234082897	17.0024291399245	17.1477749165305	17.387597033008	16.8257277038827	17.336458529225
P35579	NA	17.0763029374395	17.2764054123156	17.1895432476369	17.5723788191887	17.9095265540029	17.1720073118102
P35579	NA	15.8701266535981	16.1022161005337	16.0011769945457	15.2028685311107	15.542124555795	16.2365237844491
A0A075B6E2, P39019	NA	17.5909473152988	17.140547296307	17.5482822347248	18.1112752183356	17.9548011271802	17.6247877707622
A0A075B716, H0YN88, P08708	NA	17.7637436803774	17.9639405289744	18.1200348455923	17.6792711201598	18.6916198981902	17.5535185689429
B7ZAR1, E7ENZ3, E9PCA1, P48643	NA	17.6235909959402	17.2200941884765	17.9153939803855	17.4908932599836	17.6792121062898	17.9038978643782
Q15365	NA	16.9831745219977	15.4906057928221	17.090337778306	15.2778903570388	16.9437014718987	17.6259924933089
F8W930, Q9Y6M1	NA	16.2352218572385	16.0820938414734	16.7934572506263	16.7491441621289	16.6559856732105	16.4521568590747
P09874	NA	17.3249086655847	17.5393638055218	17.2711477617147	17.477586840608	17.5427594435379	17.5975819134041
P26038	NA	18.1198787011624	18.1401008257096	17.9084045694645	18.6650743267291	18.5694180818895	18.5033515845113
P35579	NA	17.0466479862383	16.9121248577866	16.7230308516934	16.0921281122671	17.0758051007181	17.0364930531428
P35579	NA	16.4770661898083	16.2851721484766	16.1642440481648	17.4004705422463	17.0362911351375	15.8082771634268
P35579	NA	14.9871820266483	17.6632118454808	15.9843970421831	16.9586894947723	15.5036154910089	18.0433530279926
P04899	NA	17.750529460807	17.7969226770758	17.5618804759204	17.6112743575004	17.5751616630448	17.0113351257717
K7ERZ3, O60664	NA	17.1136164937165	16.6554996400861	17.2010386961281	17.1193152275613	17.1595033224816	17.4875503272799
P60174	NA	17.3658841956256	18.1685680130098	18.1309474193879	17.9007108781515	16.5329463934291	18.2179987609314
A0A1C7CYX9, Q16555	NA	16.752369401087	16.681974507491	16.3286140655695	16.4059853043546	16.0470663643728	17.3305357661127
P50990	NA	17.69050931286	17.8161863137412	17.6583580128825	17.8191855466978	18.1128805733182	17.9537418998414
Q9Y3C8	NA	15.4898989345519	15.5743550328429	15.9665200176242	15.8223470044112	15.3022333119789	15.5815170081372
H0Y653, H0YDU4, O00567	NA	15.8589898800911	15.4051250473716	15.669852059048	15.4136244206038	15.7004510584244	15.3494578572973
P51858	NA	17.8059381947822	17.6261854493735	17.9124249074769	17.8779563452788	18.1224615961133	17.9750350198414
A0A087X027, A0A0C4DFV9, P0DME0, Q01105	NA	18.2823857278656	17.6728731894492	18.042387247604	18.8130952433805	18.4554392347895	18.0259607757032
Q9NSD9	NA	16.0999448149921	15.8869989169172	16.0725798473996	14.9732585701982	15.6177011673236	15.9814123593752
Q09666	NA	15.5836168071719	15.1065230248679	15.9164461644609	15.3891302110389	15.4656501542866	15.7282240952661
E9PAV3, F8VNW4, F8VZJ2, F8W0W4, F8W1N5, H0YHX9, Q13765	NA	17.7314325228684	17.3800293110382	17.6876808404605	17.6164705951222	17.6570469692614	17.7890068588161
M0R0Y2, M0R2M1, P54920	NA	15.4802895067898	15.2172205465722	15.0207693411297	15.6434107801245	15.4017501870486	15.6547285243929
P06733	NA	20.2208507407973	20.0505904722432	20.2424664904917	19.9704798969095	20.226635786177	20.2071927039443
H3BM89, P36578	NA	15.4505132674459	15.6193049837258	15.8981674272887	17.1894712739712	16.6302510871578	15.7526349642678
H3BM89, P36578	NA	16.2312104664329	15.7713324090953	16.169120826822	15.7154965403229	16.3258243166748	16.5562885066144
P52907	NA	16.3846530173789	16.4350822008164	16.5068749982189	18.1974042968362	16.9669021695502	16.4012365923166
P11021	NA	19.2238306880678	19.2412611228213	19.1857304945163	18.8792751046086	19.3507359422754	19.2222527685022
P51991	NA	18.7239934008889	18.9130598826035	18.8031485675652	19.1065418963996	19.2456352563682	18.7844940754385
P23284	NA	18.4202036972307	18.6468725608409	18.3979188846406	18.4959738499825	18.6996673089272	18.4505319278037
P11021	NA	17.9116519255313	17.2039665442371	15.9175692185723	17.4317416071695	18.5299394617241	15.8800053238254
P11021	NA	18.7514091382887	18.5305999105379	18.4496740303475	17.2736692251469	17.9716682254813	18.4211234564915
Q9P258	NA	16.163537984447	16.3184202162185	16.4542996540391	16.8591173286144	16.2406602696253	16.0288128078005
P07954	NA	15.3126414816445	15.2661391735679	15.4478968294295	13.8621059069799	14.973951913215	15.2377875654233
Q92688	NA	17.2796778237855	17.1016804361252	17.1592818908286	17.7138800253322	17.6495889597154	17.225457650312
Q15084	NA	18.2474121234041	18.4377889207	18.3659810643746	14.7807547627631	17.5060276494893	18.8052046206071
P51991	NA	15.9834015638167	15.8466998772466	16.3022787414711	19.2131566215829	18.7663800845685	18.0552440527388
P51991	NA	17.2616900561231	16.9728427142379	17.4204432922543	14.1309050416439	14.6540772648632	14.1680779002545
P23284	NA	16.2519291601391	16.204700774738	16.9991776627624	17.1290402071244	13.9031081191652	16.6402038456782
O75368	NA	15.2305896404464	15.1564515913452	15.6919806504054	16.3405326496013	16.312552680946	15.6358701170108
P10809	NA	17.3566619992992	17.8037108222345	17.8232584536267	17.2217664364445	17.5539040252453	17.807780234919
P50991	NA	17.6627873333329	17.7106090703232	17.3877052804895	18.171634117745	17.9744467535941	17.7148118752833
P13796	NA	17.6586314595206	17.4978210369931	17.3371707331725	18.0970179041812	18.4652950304629	17.5851410532149
P53396	NA	17.471478017466	17.4616636678996	17.6199765991903	17.5076343835438	17.5989674326428	17.8336903817298
P30050	NA	18.1338935771178	18.3475461119226	18.1079917931576	18.6214447838812	18.0914956434147	18.3825310841084
A0A0R4J2E8, A8MXP9, B3KM87, P43243, Q68E03	NA	17.7744678648694	17.6778989568082	17.7298208932283	17.8306429580757	17.7559924729248	17.8649543471452
A0A087X090, P14324	NA	16.6037252537658	16.5028231144257	16.3036836997876	16.7603916486292	16.2012626970351	16.4670386853487
A0A087X090, P14324	NA	15.3327461537041	14.9403736912801	14.9910469622511	14.0943931883108	14.7371291419777	15.7690847377291
A0A087WVQ6, Q00610	NA	15.2665650816165	14.978784300793	14.9682158853818	15.1578224030516	14.6093160241765	15.5362180296466
Q9NRX4	NA	16.3084258394799	16.5777690181935	16.7456244973104	16.1128110511094	16.5455207944405	16.6738812908662
A0A0B4J1R6, P29401	NA	16.1901462658258	16.4148498440642	16.7224722074623	16.9489566816457	16.6699702458639	16.5009413280005
Q9Y3Z3	NA	16.8901124882649	17.4683718981113	17.0723613020844	17.5680914492743	16.4526226763555	16.8358906676262
P62241, Q5JR95	NA	17.5632229938827	17.3935687983466	17.3541704342128	17.5267380725395	17.4912353911164	16.9993229515564
Q9UHV9	NA	15.922551656835	15.9696704091944	15.846030990286	16.0535705948862	15.639990046983	16.1113116907357
P23526	NA	15.0241063828009	15.1577971210494	15.4150082361763	16.4760779769186	15.5900491092327	14.8801316510732
A0A087WTP3, Q92945	NA	17.1645044196272	17.5071681743127	17.5248386239449	17.4163447274283	17.6330362742601	17.451240288106
P11021	NA	15.8458242072344	16.2007481114751	16.6959134618501	17.9701203881771	15.8783820192491	19.2822363127133
P40227	NA	15.2201554572466	15.270741601301	15.2353029310547	14.8616724123897	15.38771120311	15.7522305802141
Q15365	NA	17.8832024375133	17.9602965421169	18.2463313862251	17.9245890391799	17.9853282504883	18.3411733563086
P60174	NA	19.5157718261057	18.7240043957291	19.4756106401766	19.3719910683403	18.8032738430581	19.2896060031766
P00558	NA	16.9594683222035	16.7634514069221	16.2953051024178	14.6917576971026	16.3167516816459	17.3756594281447
Q02878	NA	15.0668930262177	14.6174189760028	14.662296086616	13.8826489702212	14.3053385770435	15.4786520360563
E9PPH5, Q9BTT0	NA	16.9888506000353	16.9704554853012	16.9852429098891	16.5663554525939	17.0211555244232	16.9258049361315
Q09666	NA	15.2538065828998	14.5568762753045	14.9408072830245	15.0606130535345	14.9800824407718	15.2272428918416
H0Y3Z3, H7BZ94, P07237	NA	15.1282209406667	15.498526286482	15.5815377302687	16.1236810656453	15.8980628111134	15.3968251051008
H0Y3Z3, H7BZ94, P07237	NA	19.4781184107687	19.4979489254108	19.3820934779125	19.2215200184066	18.4133607961776	18.962564325306
P38606	NA	15.0948395558642	17.3566160237535	17.2195009708251	13.4591042366274	16.737767680137	16.5759547887762
P13010	NA	15.222620902219	15.7618538361945	15.3591525452223	13.5896870669682	14.7158848675704	16.064761375066
P13796	NA	19.3861201654039	18.2186011271429	18.8634257326019	19.5685920561065	19.2084731598941	19.1328147122362
A0A1C7CYX9, Q16555	NA	17.1499586678291	17.840696314588	17.7887113809706	16.2787534025334	16.7667916195856	17.7101330157213
P05387	NA	15.7847839923229	15.3874184054569	15.835843680143	17.5703172603783	15.6853850932669	15.6781089911805
M0R1L2, O95336	NA	15.9685416647254	15.2851374547093	15.6899148795137	15.6298163019655	15.9801992862864	16.5203284833147
E5RHG6, E5RIW3, E5RJD8, O75347	NA	16.5273855568924	16.6471365217644	16.4786716920608	16.5044485276713	16.9119105980959	17.3715287878524
P50990	NA	16.2976812645239	16.6241625195174	15.8495532274002	17.5478126911363	15.3901810317572	16.2837472896096
H3BM89, P36578	NA	16.6419180832946	15.97939624211	15.0641593055054	14.6057323190996	13.9916140538751	17.0835335154433
J3KTE4, J3QR09, P84098	NA	16.7822621366477	15.9565879959429	17.0926532964302	15.6644083234674	16.7167754616953	17.3966240083889
O43175	NA	17.0924069884199	17.2850087313724	16.9241048319842	17.820296863044	17.6725900773072	17.1942874465502
O14773	NA	16.3629618171386	16.2686556233728	16.8217352077475	15.5731220417081	17.1967775358688	17.0487437959475
P07900	NA	17.6143250842693	17.1982010385778	17.7543642185768	15.3379298808404	17.5464479572102	17.6037975059635
P11387	NA	15.6654736438172	15.2670632355111	15.3046611329857	15.7646409563844	15.6134921021071	15.4409402957111
P10809	NA	18.8467892197264	18.9828867275451	18.9388243529957	17.2462510251054	19.026789060029	19.0243915103973
P41218	NA	15.5301345070621	15.7320368292376	15.2641888329074	16.0335709000138	15.9395849926326	16.0765840786982
P78527	NA	16.2019709539593	16.0247462598128	15.9186528828126	16.4194157515585	16.4143025260179	15.9359455821035
Q01518	NA	19.2067029079846	19.3600617141074	19.055115255456	20.2103313560722	19.2617652191594	19.7432125493679
Q01518	NA	19.0172030174496	18.697218168048	18.843497755031	19.9072695049099	19.6815271449595	19.5606210180042
P68371	NA	19.5373272962485	18.9452511556249	19.3049570726022	20.3374401946019	19.9620491507522	19.7302762870184
